Location,Property Type,Bedrooms,Bathrooms,Size,Price (KES),Listing Date,Amenities,Size_Missing,Size_Numeric,Bedrooms_Numeric,Neighborhood,Property_Type_Encoded,Listing_Date,Listing_Day,Listing_Month,Listing_DayOfWeek,Amenities_Clean,Total_Amenities,Has_Parking,Has_Swimming_Pool,Has_Gym,Has_Garden,Has_CCTV,Has_Backup_Generator,Has_Fibre_Internet,Has_Gated_Community,Price_Per_SqM,Bed_Bath_Ratio,Total_Rooms,Size_Per_Bedroom,Luxury_Score,Size_Category,Price_Category,Bedroom_Category,Neighborhood_Popularity,Is_Weekend_Listing
Nairobi - Lavington,House,5 bedrooms,5.0,,450000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",1,320.0,5,Lavington,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",22,1,0,0,1,1,1,1,1,1406.25,1.0,10.0,64.0,4.0,Large,Premium,Large,102,0
Nairobi - Karen,House,5 bedrooms,4.0,,370000,17 February 2026,"Walk In Closet, Service Charge Included, Fibre Internet, En Suite, Alarm, Balcony, CCTV, Kids Play Area, Gated Community, Swimming Pool, Staff Quarters, Parking, Garden, Shopping Centre, School, Scenic View",1,320.0,5,Karen,1,2026-02-17,17,2,1,"Walk In Closet, Service Charge Included, Fibre Internet, En Suite, Alarm, Balcony, CCTV, Kids Play Area, Gated Community, Swimming Pool, Staff Quarters, Parking, Garden, Shopping Centre, School, Scenic View",16,1,1,0,1,1,0,1,1,1156.25,1.25,9.0,64.0,5.5,Large,Mid-Range,Large,45,0
Nairobi - Lavington,House,5 bedrooms,5.0,,300000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",1,320.0,5,Lavington,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",22,1,0,0,1,1,1,1,1,937.5,1.0,10.0,64.0,4.0,Large,Mid-Range,Large,102,0
Nairobi - Lavington,House,5 bedrooms,5.0,,250000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",1,320.0,5,Lavington,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",23,1,0,0,1,1,1,1,1,781.25,1.0,10.0,64.0,4.0,Large,Budget,Large,102,0
Nairobi - Runda,House,4 bedrooms,4.0,420 m²,400000,17 February 2026,"Alarm, Walk In Closet, En Suite, Fibre Internet, CCTV, Staff Quarters, Parking, BBQ, Kids Play Area, Electric Fence, Swimming Pool, Wheelchair Access, Garden",0,420.0,4,Runda,1,2026-02-17,17,2,1,"Alarm, Walk In Closet, En Suite, Fibre Internet, CCTV, Staff Quarters, Parking, BBQ, Kids Play Area, Electric Fence, Swimming Pool, Wheelchair Access, Garden",13,1,1,0,1,1,0,1,0,952.3809523809524,1.0,8.0,105.0,4.5,Very Large,Mid-Range,Medium,85,0
Nairobi - Lavington,House,5 bedrooms,5.0,,250000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",1,320.0,5,Lavington,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",22,1,0,0,1,1,1,1,1,781.25,1.0,10.0,64.0,4.0,Large,Budget,Large,102,0
Nairobi - Lavington,House,5 bedrooms,5.0,"0,13 m²",450000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,13.0,5,Lavington,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",24,1,0,0,1,1,1,1,1,34615.38461538462,1.0,10.0,2.6,4.0,Small,Premium,Large,102,0
Nairobi - Lavington,House,6 bedrooms,6.0,"0,13 m²",450000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Gym, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,13.0,6,Lavington,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Gym, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",24,1,0,1,1,1,1,1,1,34615.38461538462,1.0,12.0,2.1666666666666665,6.0,Small,Premium,Large,102,0
Nairobi - Nyari,House,5 bedrooms,6.0,,450000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",1,320.0,5,Nyari,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",24,1,0,0,1,1,1,1,1,1406.25,0.8333333333333334,11.0,64.0,4.0,Large,Premium,Large,20,0
Nairobi - Nyari,House,4 bedrooms,4.0,380 m²,280000,17 February 2026,"Walk In Closet, Fibre Internet, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Shopping Centre, Bus Stop, School, Hospital",0,380.0,4,Nyari,1,2026-02-17,17,2,1,"Walk In Closet, Fibre Internet, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Shopping Centre, Bus Stop, School, Hospital",11,1,0,0,1,0,0,1,0,736.8421052631579,1.0,8.0,95.0,0.5,Large,Mid-Range,Medium,20,0
Nairobi - Brookside,House,4 bedrooms,5.0,,300000,17 February 2026,"Walk In Closet, En Suite, Fibre Internet, Aircon, Alarm, Backup Generator, Kids Play Area, Gated Community, Staff Quarters, Parking, Borehole, Electric Fence, CCTV, Balcony, BBQ, Shopping Centre, School, Hospital, Bus Stop",1,300.0,4,Brookside,1,2026-02-17,17,2,1,"Walk In Closet, En Suite, Fibre Internet, Aircon, Alarm, Backup Generator, Kids Play Area, Gated Community, Staff Quarters, Parking, Borehole, Electric Fence, CCTV, Balcony, BBQ, Shopping Centre, School, Hospital, Bus Stop",19,1,0,0,0,1,1,1,1,1000.0,0.8,9.0,75.0,4.0,Medium,Mid-Range,Medium,4,0
Nairobi - Runda,House,3 bedrooms,3.0,1.100 m²,322500,17 February 2026,"En Suite, Walk In Closet, Parking, Gated Community, Garden, Swimming Pool, Bus Stop, Hospital, School, Shopping Centre",0,1.1,3,Runda,1,2026-02-17,17,2,1,"En Suite, Walk In Closet, Parking, Gated Community, Garden, Swimming Pool, Bus Stop, Hospital, School, Shopping Centre",10,1,1,0,1,0,0,0,1,293181.8181818182,1.0,6.0,0.3666666666666667,4.0,Small,Mid-Range,Medium,85,0
Nairobi - Nyari,House,5 bedrooms,5.0,380 m²,350000,17 February 2026,"Service Charge Included, Walk In Closet, En Suite, Garden, Electric Fence, Staff Quarters, Parking, Bus Stop, Shopping Centre, School, Hospital",0,380.0,5,Nyari,1,2026-02-17,17,2,1,"Service Charge Included, Walk In Closet, En Suite, Garden, Electric Fence, Staff Quarters, Parking, Bus Stop, Shopping Centre, School, Hospital",11,1,0,0,1,0,0,0,0,921.0526315789474,1.0,10.0,76.0,0.0,Large,Mid-Range,Large,20,0
Nairobi - Muthaiga,House,4 bedrooms,5.0,,500000,17 February 2026,"En Suite, Fibre Internet, Backup Generator, Alarm, Service Charge Included, Walk In Closet, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Shopping Centre, Golf Course, Scenic View",1,300.0,4,Muthaiga,1,2026-02-17,17,2,1,"En Suite, Fibre Internet, Backup Generator, Alarm, Service Charge Included, Walk In Closet, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Shopping Centre, Golf Course, Scenic View",14,1,0,0,1,0,1,1,0,1666.6666666666667,0.8,9.0,75.0,2.0,Medium,Premium,Medium,10,0
Nairobi - Kitisuru,House,4 bedrooms,4.0,380 m²,412800,17 February 2026,"En Suite, Parking, Garden, Gated Community, Staff Quarters, Swimming Pool, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre",0,380.0,4,Kitisuru,1,2026-02-17,17,2,1,"En Suite, Parking, Garden, Gated Community, Staff Quarters, Swimming Pool, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre",11,1,1,0,1,0,0,0,1,1086.3157894736842,1.0,8.0,95.0,4.0,Large,Premium,Medium,27,0
Nairobi - Kileleshwa,House,5 bedrooms,5.0,,190000,17 February 2026,"Aircon, Alarm, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",1,320.0,5,Kileleshwa,1,2026-02-17,17,2,1,"Aircon, Alarm, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",21,1,0,0,0,1,0,1,1,593.75,1.0,10.0,64.0,2.5,Large,Budget,Large,14,0
Nairobi - Lavington,House,4 bedrooms,5.0,,350000,17 February 2026,"Aircon, Alarm, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",1,300.0,4,Lavington,1,2026-02-17,17,2,1,"Aircon, Alarm, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",22,1,0,0,1,1,0,1,1,1166.6666666666667,0.8,9.0,75.0,2.5,Medium,Mid-Range,Medium,102,0
Nairobi - Runda,House,4 bedrooms,4.0,230 m²,200000,17 February 2026,"Service Charge Included, Backup Generator, En Suite, Fibre Internet, Balcony, Staff Quarters, Electric Fence, Parking, BBQ, Gated Community, Garden, Shopping Centre, Bus Stop, Hospital, School",0,230.0,4,Runda,1,2026-02-17,17,2,1,"Service Charge Included, Backup Generator, En Suite, Fibre Internet, Balcony, Staff Quarters, Electric Fence, Parking, BBQ, Gated Community, Garden, Shopping Centre, Bus Stop, Hospital, School",15,1,0,0,1,0,1,1,1,869.5652173913044,1.0,8.0,57.5,3.0,Medium,Budget,Medium,85,0
Nairobi - Ridgeways,House,2 bedrooms,2.0,215 m²,120000,17 February 2026,"En Suite, Furnished, Parking, Garden, Bus Stop, Hospital, School, Shopping Centre",0,215.0,2,Ridgeways,1,2026-02-17,17,2,1,"En Suite, Furnished, Parking, Garden, Bus Stop, Hospital, School, Shopping Centre",8,1,0,0,1,0,0,0,0,558.1395348837209,1.0,4.0,107.5,0.0,Medium,Budget,Small,6,0
Nairobi - Ngong Road,House,1 bedrooms,2.0,,37000,17 February 2026,"En Suite, Service Charge Included, Balcony, CCTV, Electric Fence, Garden, Parking, Gated Community",1,300.0,1,Ngong Road,1,2026-02-17,17,2,1,"En Suite, Service Charge Included, Balcony, CCTV, Electric Fence, Garden, Parking, Gated Community",8,1,0,0,1,1,0,0,1,123.33333333333333,0.5,3.0,300.0,2.0,Medium,Budget,Small,2,0
Nairobi - Lower Kabete,House,5 bedrooms,6.0,,715000,17 February 2026,,1,320.0,5,Lower Kabete,1,2026-02-17,17,2,1,,0,0,0,0,0,0,0,0,0,2234.375,0.8333333333333334,11.0,64.0,0.0,Large,Luxury,Large,11,0
Nairobi - Kitisuru,House,4 bedrooms,4.0,"0,5 m²",420000,09 February 2026,"Alarm, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, Electric Fence, Garden, Gated Community, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,5.0,4,Kitisuru,1,2026-02-09,9,2,0,"Alarm, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, Electric Fence, Garden, Gated Community, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",20,1,1,1,1,0,0,1,1,84000.0,1.0,8.0,1.25,6.5,Small,Premium,Medium,27,0
Nairobi - Rosslyn,House,6 bedrooms,4.0,,630000,23 January 2026,,1,13.0,6,Rosslyn,1,2026-01-23,23,1,4,,0,0,0,0,0,0,0,0,0,48461.53846153846,1.5,10.0,2.1666666666666665,0.0,Small,Luxury,Large,7,0
Nairobi - Nyari,House,5 bedrooms,5.0,,450000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Nyari,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1406.25,1.0,10.0,64.0,2.0,Large,Premium,Large,20,0
Nairobi - Lavington,House,3 bedrooms,3.0,,350000,17 February 2026,"Backup Generator, Parking, Garden, Gated Community, Scenic View",1,239.0,3,Lavington,1,2026-02-17,17,2,1,"Backup Generator, Parking, Garden, Gated Community, Scenic View",5,1,0,0,1,0,1,0,1,1464.4351464435147,1.0,6.0,79.66666666666667,2.5,Medium,Mid-Range,Medium,102,0
Nairobi - Nyari,House,5 bedrooms,5.0,,350000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",1,320.0,5,Nyari,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",24,1,0,0,1,1,1,1,1,1093.75,1.0,10.0,64.0,4.0,Large,Mid-Range,Large,20,0
Nairobi - Runda,House,2 bedrooms,2.0,,140000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,177.5,2,Runda,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,788.7323943661971,1.0,4.0,88.75,2.0,Small,Budget,Small,85,0
Nairobi - Kileleshwa,House,5 bedrooms,5.0,,200000,17 February 2026,"Alarm, En Suite, Fibre Internet, Service Charge Included, Balcony, CCTV, Electric Fence, Borehole, Parking, Staff Quarters, Wheelchair Access, Gated Community, Bus Stop, Hospital, School, Shopping Centre",1,320.0,5,Kileleshwa,1,2026-02-17,17,2,1,"Alarm, En Suite, Fibre Internet, Service Charge Included, Balcony, CCTV, Electric Fence, Borehole, Parking, Staff Quarters, Wheelchair Access, Gated Community, Bus Stop, Hospital, School, Shopping Centre",16,1,0,0,0,1,0,1,1,625.0,1.0,10.0,64.0,2.5,Large,Budget,Large,14,0
Nairobi - Spring Valley,House,4 bedrooms,4.0,,400000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,300.0,4,Spring Valley,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1333.3333333333333,1.0,8.0,75.0,2.0,Medium,Mid-Range,Medium,18,0
Nairobi - Karen,House,5 bedrooms,6.0,,650000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Walk In Closet, Service Charge Included, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Bus Stop, Hospital, Scenic View, School, Golf Course, Shopping Centre",1,320.0,5,Karen,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Walk In Closet, Service Charge Included, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Bus Stop, Hospital, Scenic View, School, Golf Course, Shopping Centre",20,1,0,0,1,1,1,0,1,2031.25,0.8333333333333334,11.0,64.0,3.5,Large,Luxury,Large,45,0
Nairobi - Karen,House,3 bedrooms,3.0,,200000,17 February 2026,"Alarm, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, Parking, CCTV, Electric Fence, Borehole, Wheelchair Access, Garden, Gated Community, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",1,239.0,3,Karen,1,2026-02-17,17,2,1,"Alarm, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, Parking, CCTV, Electric Fence, Borehole, Wheelchair Access, Garden, Gated Community, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",20,1,0,0,1,1,0,1,1,836.8200836820083,1.0,6.0,79.66666666666667,2.5,Medium,Budget,Medium,45,0
Nairobi - Brookside,House,4 bedrooms,4.0,,300000,17 February 2026,"Alarm, Backup Generator, En Suite, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area",1,300.0,4,Brookside,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area",15,1,0,0,1,1,1,0,1,1000.0,1.0,8.0,75.0,3.5,Medium,Mid-Range,Medium,4,0
Nairobi - Lavington,House,5 bedrooms,4.0,"0,13 m²",300000,17 February 2026,"Aircon, Alarm, Backup Generator, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, Electric Fence, CCTV, Garden, Borehole, Staff Quarters, Bus Stop, Hospital, Scenic View, School, Shopping Centre",0,13.0,5,Lavington,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, Electric Fence, CCTV, Garden, Borehole, Staff Quarters, Bus Stop, Hospital, Scenic View, School, Shopping Centre",18,0,0,0,1,1,1,1,0,23076.923076923078,1.25,9.0,2.6,3.0,Small,Mid-Range,Large,102,0
Nairobi - Runda,House,5 bedrooms,4.0,450 m²,480000,16 February 2026,"Walk In Closet, Balcony, Electric Fence, Garden, School, Hospital, Shopping Centre",0,450.0,5,Runda,1,2026-02-16,16,2,0,"Walk In Closet, Balcony, Electric Fence, Garden, School, Hospital, Shopping Centre",7,0,0,0,1,0,0,0,0,1066.6666666666667,1.25,9.0,90.0,0.0,Very Large,Premium,Large,85,0
Nairobi - Lavington,House,5 bedrooms,6.0,526 m²,380000,17 February 2026,"Aircon, Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, CCTV, Electric Fence, Garden, Borehole, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Scenic View, School, Shopping Centre",0,526.0,5,Lavington,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, CCTV, Electric Fence, Garden, Borehole, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Scenic View, School, Shopping Centre",19,0,0,0,1,1,1,1,1,722.4334600760457,0.8333333333333334,11.0,105.2,4.0,Very Large,Mid-Range,Large,102,0
Nairobi - Nyari,House,6 bedrooms,6.0,,450000,16 February 2026,"Alarm, En Suite, Balcony, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre",1,13.0,6,Nyari,1,2026-02-16,16,2,0,"Alarm, En Suite, Balcony, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre",12,1,0,0,1,0,0,0,1,34615.38461538462,1.0,12.0,2.1666666666666665,1.0,Small,Premium,Large,20,0
Machakos County - Syokimau,House,5 bedrooms,5.0,,100000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Machakos County - Syokimau,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,312.5,1.0,10.0,64.0,2.0,Large,Budget,Large,8,0
Nairobi - Lake View,House,4 bedrooms,4.0,,500000,17 February 2026,"En Suite, Alarm, Fibre Internet, Service Charge Included, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Balcony, Shopping Centre, School, Scenic View",1,300.0,4,Lake View,1,2026-02-17,17,2,1,"En Suite, Alarm, Fibre Internet, Service Charge Included, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Balcony, Shopping Centre, School, Scenic View",13,1,0,0,1,0,0,1,1,1666.6666666666667,1.0,8.0,75.0,1.5,Medium,Premium,Medium,5,0
Machakos County - Syokimau,House,4 bedrooms,4.0,,100000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,300.0,4,Machakos County - Syokimau,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,333.3333333333333,1.0,8.0,75.0,2.0,Medium,Budget,Medium,8,0
Machakos County - Syokimau,House,4 bedrooms,3.0,,100000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,300.0,4,Machakos County - Syokimau,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,333.3333333333333,1.3333333333333333,7.0,75.0,2.0,Medium,Budget,Medium,8,0
Machakos County - Syokimau,House,4 bedrooms,4.0,,100000,17 February 2026,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Swimming Pool, Bus Stop, Shopping Centre, Hospital, School",1,300.0,4,Machakos County - Syokimau,1,2026-02-17,17,2,1,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Swimming Pool, Bus Stop, Shopping Centre, Hospital, School",15,1,1,0,1,0,1,1,0,333.3333333333333,1.0,8.0,75.0,5.0,Medium,Budget,Medium,8,0
Machakos County - Syokimau,House,8 bedrooms,8.0,,130000,17 February 2026,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,300.0,8,Machakos County - Syokimau,1,2026-02-17,17,2,1,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,433.3333333333333,1.0,16.0,37.5,2.0,Medium,Budget,Large,8,0
Nairobi - Brookside,House,3 bedrooms,4.0,,350000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre",1,239.0,3,Brookside,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre",26,1,1,1,1,1,1,1,1,1464.4351464435147,0.75,7.0,79.66666666666667,9.0,Medium,Mid-Range,Medium,4,0
